station,day,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,snow_in,snowd_in,climo_high_f,climo_low_f,climo_precip_in
MBY,2024-01-05,37.4,26.6,30.2,21.2,,7.2650175,111.57463,64.69628,81.071045,92.97254,,,37.4,20.1,0.06
BBG,2024-01-05,32,26.6,32,26.6,,5.8076653,107.976135,100,100,100,,,42.5,26.8,0.09
CDJ,2024-01-05,37,28,30,23,0.03,4.171086,117.98976,69.39407,78.481865,92.21943,,,36.5,18.9,0.04
PCD,2024-01-06,38.5,32,36.3,31,0.01,4.0278745,282.108,81.85604,95.22522,100,,,40,24.4,0.09
BBG,2024-01-06,35.6,32,35.6,32,,1.9442508,258.2057,93.02798,99.66219,100,,,42.4,26.7,0.1
CDJ,2024-01-06,35,31,31,27,0.04,2.780724,277.19388,81.630455,90.49078,96.03984,,,36.4,18.8,0.04
GPH,2024-01-06,33.8,32,32,26.6,,3.9721255,292.60947,74.62566,93.76182,100,,,37.7,17.7,0.03
OZS,2024-01-06,33.8,32,33.8,30.2,,5.5609756,263.98688,92.97254,97.36479,100,,,44,25.7,0.08
MKC,2024-01-06,35,32,33,28,0.0001,5.387653,268.91296,78.42651,88.581024,100,,,39.8,22.5,0.03
EVU,2024-01-06,33,29.3,33,27,0.01,4.794425,295.1786,83.21689,96.911285,100,,,33.8,14.6,0.03
GLY,2024-01-06,35.6,32,35.6,30.2,0.03,4.9611306,265.95776,86.49047,97.092995,100,,,40.6,19.8,0.07
CGI,2024-01-06,42,37,39,33,0.03,5.6483455,273.551,82.00422,91.745316,96.14412,,,42.7,26.6,0.12
MBY,2024-01-06,33.8,32,32,28.4,0.04,5.0954065,260.74576,86.38679,92.93395,100,,,37.3,19.9,0.07
LBO,2024-01-06,35.6,32,33.8,30.2,,6.9407663,259.83475,92.97254,95.81234,100,,,42.2,22.6,0.1
MAW,2024-01-06,42.8,37.4,39.2,33.8,0.09,6.163763,281.66617,80.7909,89.825485,100,,,45.2,27.5,0.11
SUS,2024-01-06,36,32,35,30,0.05,4.171086,253.82944,85.10684,94.583244,100,,,40.9,22.4,0.09
COU,2024-01-06,35,32,32,29,0.02,6.256629,259.2485,85.10684,93.88825,100,0.3,0.0001,39.3,22.8,0.07
MHL,2024-01-06,33.8,32,32,30.2,,3.878049,263.5402,86.49047,97.95233,100,,,36.7,19.5,0.05
TKX,2024-01-06,42.8,39.2,42.8,37.4,,6.6864114,281.06522,93.19044,99.335655,100,,,45.1,30.1,0.12
SZL,2024-01-06,34.3,32,33.8,28.2,0.01,4.922648,269.43832,80.363884,88.95561,100,,,38.3,19,0.07
FWB,2024-01-06,35.6,32,35.6,30.2,0.01,5.839721,270.2596,86.49047,96.052376,100,,,44.4,22.3,0.08
IRK,2024-01-06,33,29,30,27,0.05,3.9972906,277.38434,84.98082,91.94665,96.02206,,,34.4,17.9,0.05
HAE,2024-01-06,35.6,32,32,30.2,,4.1114984,262.46356,86.49047,95.22682,100,,,34.6,18.6,0.07
UNO,2024-01-06,39,33,36,30,0.02,5.0400624,265.85995,81.78129,88.85697,96.075066,,,43.8,24.6,0.08
JEF,2024-01-06,37,34,34,29,0.01,5.2138577,269.70505,75.5557,86.69533,96.075066,,,40.9,22.6,0.08
HFJ,2024-01-06,35.6,32,35.6,30.2,,7.2290907,255.23067,92.97254,98.240875,100,,,43.7,24.1,0.1
DMO,2024-01-06,34,32,32,27,0.0001,5.6483455,264.35376,78.339096,89.21024,96.05751,,,38.6,21.5,0.05
MCI,2024-01-06,32,29,32,28,0.0001,4.8662667,282.28024,88.534485,96.26723,100,0.0001,1,38.3,19.8,0.04
AIZ,2024-01-06,,,,,0.0001,4.069638,264.8471,,,,,,44,25.7,0.08
TBN,2024-01-06,40,32.5,39.2,29.7,0.0001,4.245296,254.9552,84.07367,90.75869,100,,,41.4,21.4,0.13
H21,2024-01-06,,,,,,,,,,,,,44,25.7,0.08
FAM,2024-01-06,37.4,32,35.6,30,0.01,2.5710306,275.68155,86.49047,93.77769,100,,,42.6,23,0.1
MYJ,2024-01-06,33.8,32,32,30.2,,5.2752614,256.4494,92.97254,98.43367,100,,,37.5,19.7,0.07
STL,2024-01-06,39,35,33.8,30,0.03,5.8221407,252.66914,72.74756,81.41825,88.68119,0.8,2,40.3,24.3,0.09
JLN,2024-01-06,38,32,36,28,0.01,8.255275,263.61658,75.362,83.74842,92.42049,,,44.3,25.2,0.07
EZZ,2024-01-06,32,28.4,31,27,,5.28223,283.2918,90.27592,99.191795,100,,,34.6,15.8,0.05
SGF,2024-01-06,36,31,35,29,0.01,7.4731956,256.79324,85.04402,92.549774,100,0.0001,0,43.7,24.4,0.1
LXT,2024-01-06,34,31,32,28,0.02,5.8221407,277.08328,81.7061,89.86023,96.05751,,,38.9,22.2,0.03
FYG,2024-01-06,37.4,32,37.4,32,,1.2264808,251.44241,86.69441,98.56352,100,,,39.7,20.1,0.09
K02,2024-01-06,,,,,,,,,,,,,40,24.4,0.09
VER,2024-01-06,94.5,20.5,34.3,31.3,,3.7212543,253.41412,86.59301,95.630394,100,,,38,20.7,0.08
LRY,2024-01-06,33.8,32,33.8,30.2,,4.5993032,293.19135,92.97254,94.6683,100,,,38.6,21.3,0.05
RCM,2024-01-06,32,32,32,30.2,,3.4006968,251.74538,92.97254,97.74729,100,,,40.6,19,0.02
POF,2024-01-06,42,36,38,32,0.08,4.7793694,289.10983,75.74727,89.33697,100,,,44.2,27.6,0.12
RAW,2024-01-06,32,32,32,30.2,,4.3816257,283.95618,92.97254,98.237015,100,,,42.3,22.5,0.06
VIH,2024-01-06,35,32,34,30,0.0001,6.169731,256.97968,88.68119,94.19382,100,,,40.6,22.8,0.08
SIK,2024-01-06,41,37.4,41,35.6,0.04,3.867596,269.34085,86.7947,97.10315,100,,,43.9,28.4,0.12
STJ,2024-01-06,34,31,32,27,0.0001,5.12696,300.64374,78.339096,89.49241,96.05751,,,37,17.3,0.03
SET,2024-01-06,37,33,33.8,30,0.05,5.300755,262.814,78.59985,88.93929,100,,,39.6,22.6,0.09
RAW,2024-01-07,41,32,32,26.6,,3.912892,243.51617,56.21711,81.73678,100,,,42.3,22.3,0.06
K02,2024-01-07,,,,,,,,,,,,,40,24.2,0.1
LRY,2024-01-07,41,32,32,26.6,,4.8501744,248.74812,56.21711,78.00821,93.02798,,,38.6,21.2,0.05
VIH,2024-01-07,39,30,32,25,0.0001,6.8649125,246.65501,61.775208,80.896164,92.97254,,,40.5,22.6,0.08
FYG,2024-01-07,39.2,24.8,35.6,26.6,,2.0069687,255.09108,64.926704,85.38152,100,,,39.6,20.1,0.09
SIK,2024-01-07,46.4,32,35.6,30.2,,5.3728223,247.2673,57.002926,83.10685,100,,,43.9,28.2,0.12
VER,2024-01-07,94.5,20.5,33.6,28,,5.205575,246.94453,67.49216,82.775116,97.24166,,,37.9,20.5,0.08
LXT,2024-01-07,39,32,29,23,0,5.995936,216.35837,59.27313,70.23457,85.04402,,,38.8,22.2,0.04
EZZ,2024-01-07,34,27.5,28.6,24.3,,7.0424027,205.14494,74.44461,85.02901,94.44592,,,34.6,15.6,0.04
SET,2024-01-07,38,27,31,25,0.0001,6.8649125,270.20847,64.24136,77.45945,88.6326,,0,39.6,22.4,0.09
SGF,2024-01-07,46,30,33,20,0.0001,7.0387077,206.34518,35.19261,69.611084,92.32093,0,0,43.7,24.3,0.09
JLN,2024-01-07,50,27,32,20,0,5.387653,156.15149,38.807877,63.93378,96.02206,,,44.3,25.1,0.07
RCM,2024-01-07,37.4,32,32,26.6,,4.752613,169.4741,69.46363,82.32239,100,,,40.5,18.9,0.03
POF,2024-01-07,50,29,35,27,0,4.431779,241.62827,43.93287,75.20291,92.287315,,,44.1,27.6,0.12
STJ,2024-01-07,37,30,29,24,0.0001,6.169731,169.99394,63.980927,75.814995,88.534485,,,37,17.2,0.02
CDJ,2024-01-07,34,30,27,23,0,4.344881,278.92032,69.16065,76.262726,81.55437,,,36.4,18.7,0.04
MKC,2024-01-07,41,32,29,24,0,5.300755,220.5935,54.688225,68.59785,81.7061,,,39.7,22.4,0.03
LBO,2024-01-07,42.8,30.2,32,23,,5.975265,258.6642,45.141415,73.35407,100,,,42.1,22.5,0.1
BBG,2024-01-07,48.2,32,35.6,15.8,,4.1498256,162.53267,27.036346,71.106445,100,,,42.4,26.6,0.09
COU,2024-01-07,37,29,31,25,0.0001,7.386298,256.84772,63.980927,79.5722,92.25349,0.0001,0,39.2,22.7,0.08
PCD,2024-01-07,39.6,25.5,33.4,24,,5.728223,260.38394,69.31041,84.358345,94.77044,,,40,24.2,0.1
MAW,2024-01-07,50,35.6,35.6,32,,6.620209,241.45605,49.805668,74.87449,93.08276,,,45.2,27.4,0.11
GPH,2024-01-07,37.4,32,30.2,24.8,,4.2508836,214.85915,64.69628,79.151184,92.97254,,,37.7,17.6,0.03
GLY,2024-01-07,41,28.4,33.8,24.8,,5.30662,227.28928,56.21711,78.513954,100,,,40.5,19.6,0.05
OZS,2024-01-07,42.8,32,32,24.8,,4.860627,257.19586,48.67305,76.17022,93.02798,,,43.9,25.6,0.08
EVU,2024-01-07,34,28.4,29.5,24.8,,6.4843206,119.45105,77.00055,84.964096,90.36029,,,33.7,14.4,0.03
MBY,2024-01-07,35.6,28.4,30.2,23,,6.902439,271.27142,64.22933,79.23474,92.97254,,,37.1,19.7,0.06
CGI,2024-01-07,47,29,36,26,0,6.169731,257.80023,59.97196,78.86001,88.77747,,,42.7,26.5,0.11
SUS,2024-01-07,38,23,32,22,0.0001,5.6483455,252.83025,66.94042,80.31653,92.287315,,0,40.8,22.3,0.08
MHL,2024-01-07,35.6,30.2,32,26.6,,6.0174217,259.1582,74.62566,85.6586,100,,,36.6,19.3,0.05
SZL,2024-01-07,40.3,31,30.4,24.8,,5.6320558,202.14131,58.86899,75.57325,88.959015,,,38.2,18.8,0.07
TBN,2024-01-07,46.8,28.4,37.4,22.6,0.0001,5.4982576,228.98418,45.92852,71.577095,93.19044,,,41.4,21.3,0.12
HFJ,2024-01-07,48.2,30.2,33.8,21.2,,4.9512196,162.98218,36.477753,72.60262,100,,,43.7,24,0.1
H21,2024-01-07,,,,,,,,,,,,,43.9,25.6,0.08
STL,2024-01-07,43,31,30,24,0.0001,7.0387077,255.50508,54.688225,65.34256,78.59985,0.0001,0,40.2,24.2,0.09
AIZ,2024-01-07,,,,,0.03,4.145543,271.81357,,,,,,43.9,25.6,0.08
IRK,2024-01-07,31,27,29,22,0.0001,6.8649125,262.03735,71.78017,81.000114,96.00415,,,34.3,17.8,0.06
DMO,2024-01-07,39,30,30,25,0.0001,5.995936,243.94115,64.24136,77.8034,88.583694,,,38.5,21.4,0.05
HAE,2024-01-07,35.6,32,32,24.8,,5.937282,263.84586,69.46363,81.27472,100,,,34.5,18.4,0.08
MYJ,2024-01-07,35.6,23,32,23,,6.2402825,262.90073,69.46363,88.18993,100,,,37.5,19.6,0.05
TKX,2024-01-07,50,35.6,39.2,32,,6.404181,240.44191,49.805668,85.647484,100,,,45,30,0.11
FWB,2024-01-07,48.2,32,33.8,17.6,,6.4808364,206.38773,29.22702,66.3381,100,,,44.4,22.2,0.09
JEF,2024-01-07,40,29,32,24,0.0001,6.3435264,259.66705,61.775208,74.29205,86.59301,0,0,40.8,22.5,0.07
UNO,2024-01-07,47,31,32,25,0,4.8662667,251.20201,43.60674,70.71103,92.25349,,,43.8,24.5,0.08
MCI,2024-01-07,37,29,29,25,0,6.8649125,150.70427,64.11146,79.595695,95.98612,0.0001,0,38.2,19.7,0.03
FAM,2024-01-07,39,24,32,23,0,3.7869081,271.56326,66.94042,83.20317,95.93131,,,42.5,22.9,0.09
MYJ,2024-01-08,37.4,28.4,32,26.6,0.32,9.261324,107.52801,80.650055,95.55147,100,,,37.4,19.5,0.06
JEF,2024-01-08,41,31,34,27,0.43,11.383589,105.27537,69.967125,82.03632,92.287315,,,40.8,22.4,0.07
TBN,2024-01-08,41,33.8,36.7,28.4,0.4,11.61115,113.95693,65.15513,83.87418,93.786224,,,41.3,21.2,0.13
UNO,2024-01-08,39,32,31,28,0.96,9.211148,123.11631,72.642365,78.642136,85.16928,,,43.8,24.4,0.09
TKX,2024-01-08,44.6,33.8,42.8,33.8,,9.076655,103.91317,65.60603,91.95565,100,,,44.9,29.9,0.12
SZL,2024-01-08,42.8,32,34,26.6,0.58,9.347705,113.73041,65.38156,81.606674,93.02798,,,38.2,18.7,0.06
STL,2024-01-08,42,32,34,26,0.45,11.991872,110.34399,62.044937,73.46478,86.69441,0.3,0,40.1,24.1,0.1
MHL,2024-01-08,35.6,32,33.8,28.4,0.09,11.04878,100.99626,86.38679,93.42568,100,,,36.5,19.2,0.05
DMO,2024-01-08,40,31,33,26,0.72,11.470487,110.31538,72.74756,84.86183,96.075066,,,38.4,21.3,0.05
FAM,2024-01-08,40,24,35.6,23,0,6.3795266,114.38957,69.8537,87.87973,100,,,42.5,22.8,0.09
IRK,2024-01-08,38,29,33,25,0.6,11.470487,106.81873,75.5557,89.006386,96.05751,,,34.2,17.6,0.05
HAE,2024-01-08,37.4,32,32,26.6,0.29,7.1707315,109.068054,74.98241,85.50881,93.02798,,,34.4,18.3,0.07
MCI,2024-01-08,36,32,32,27,0.56,10.9491005,96.15617,78.339096,89.301094,100,1.7,0,38.2,19.6,0.04
H21,2024-01-08,,,,,,,,,,,,,43.8,25.5,0.08
FWB,2024-01-08,39.2,33.8,37.4,28.4,0.58,12.142858,119.77129,69.67099,89.90938,100,,,44.4,22.1,0.08
AIZ,2024-01-08,,,,,0.54,7.869777,116.25921,,,,,,43.8,25.5,0.08
HFJ,2024-01-08,39.2,33.8,35.6,26.6,0.3,13.383275,122.20516,64.69628,88.21604,100,,,43.7,23.9,0.1
SGF,2024-01-08,42,35,35,27,0.35,17.292627,138.15527,62.178867,80.68572,92.38751,0.0001,0,43.6,24.2,0.09
VER,2024-01-08,94.5,20.5,35.8,29.3,0.37,11.087108,104.95273,77.68807,91.164696,100,,,37.8,20.3,0.08
SIK,2024-01-08,44.6,30.2,41,28.4,0.38,7.4425087,97.476944,65.60603,87.95422,100,,,43.8,28.1,0.12
EZZ,2024-01-08,35.4,30.6,33.8,27.7,0.3,11.662021,106.86343,85.04402,94.006645,100,,,34.5,15.5,0.04
LXT,2024-01-08,41,34,35,26,0.46,9.819431,98.482445,64.24136,81.97277,93.02798,,,38.8,22.1,0.03
SET,2024-01-08,39,27,33,26,0.4,11.644281,103.54136,72.642365,84.660934,96.05751,,0,39.5,22.3,0.08
LRY,2024-01-08,42.8,33.8,35.6,28.4,,7.919861,120.04218,65.38156,85.793884,100,,,38.5,21.1,0.04
JLN,2024-01-08,45,34,36,27,0.89,9.906329,126.6621,50.92652,75.4031,96.109825,,,44.3,25,0.07
STJ,2024-01-08,37,33,33.8,27,0.41,8.950456,96.9904,69.62508,84.76579,96.05751,,,36.9,17.1,0.02
RAW,2024-01-08,39.2,32,33.8,26.6,0.38,8.634147,135.61017,74.62566,88.21902,100,,,42.2,22.2,0.06
POF,2024-01-08,43,28,39,27,1.18,6.430424,87.824165,64.754776,83.113976,96.17797,,,44.1,27.5,0.12
RCM,2024-01-08,41,32,33.8,28.4,0.45,8.857142,88.762886,70.07997,89.62579,100,,,40.4,18.7,0.02
K02,2024-01-08,,,,,,,,,,,,,39.9,24.1,0.09
VIH,2024-01-08,39,30,34,26,0.35,11.904975,110.87143,69.8537,88.53247,96.0925,,,40.4,22.5,0.08
FYG,2024-01-08,39.2,32,37.4,30.2,,7.3215547,87.95735,80.7909,94.53274,100,,,39.5,20,0.09
LBO,2024-01-08,41,33.8,33.8,26.6,0.3,11.257951,127.22404,65.15513,84.647415,100,,,42.1,22.4,0.1
COU,2024-01-08,38,30,33,27,0.54,11.991872,109.910576,72.642365,89.43938,96.075066,1.4,0,39.1,22.6,0.07
MBY,2024-01-08,37.4,32,32,26.6,0.23,11.662021,109.15324,74.98241,87.0021,93.02798,,,37,19.5,0.06
OZS,2024-01-08,41,32,33.8,26.6,0.2,10.156795,121.00362,65.15513,88.276054,100,,,43.8,25.5,0.08
EVU,2024-01-08,35.6,32,35,29.3,,11.487804,100.47763,85.16928,93.5077,100,,,33.6,14.3,0.02
PCD,2024-01-08,40,25.5,38.7,24.6,0.42,8.127209,110.92643,72.85219,88.97122,98.44152,,,39.9,24.1,0.09
CDJ,2024-01-08,39,32,33,26,0.61,7.0387077,106.425125,75.74727,86.478905,96.05751,,,36.3,18.5,0.04
CGI,2024-01-08,44,27,40,24,0.89,9.819431,102.89424,59.97196,79.51171,96.19473,,,42.6,26.4,0.12
MKC,2024-01-08,40,33,35,27,0.53,7.125605,79.303604,61.910385,83.50649,96.05751,,,39.7,22.3,0.03
MAW,2024-01-08,44.6,32,39.2,30.2,0.65,5.6864114,100.58452,61.031963,83.15234,100,,,45.1,27.4,0.11
GPH,2024-01-08,37.4,32,33.8,28.4,0.34,7.56446,106.55112,74.804924,87.84045,100,,,37.6,17.5,0.03
SUS,2024-01-08,38,24,35,26,0.46,6.6042194,97.08385,72.642365,86.81848,100,,0,40.7,22.2,0.09
BBG,2024-01-08,39.2,33.8,35.6,28.4,,11.388693,115.89428,74.804924,92.09377,100,,,42.4,26.5,0.1
GLY,2024-01-08,42.8,32,35.6,28.4,0.72,9.571428,112.233444,64.926704,83.69591,100,,,40.5,19.5,0.06
CDJ,2024-01-09,33,23,32,20,0.7,8.168377,327.47717,81.088165,90.37588,100,,,36.2,18.4,0.04
GPH,2024-01-09,32,21.2,32,17.6,,9.630662,320.34265,79.4681,89.94277,100,,,37.6,17.3,0.03
MAW,2024-01-09,46.4,37.4,44.6,28.4,0.18,15.097561,249.35242,69.67099,83.93978,100,,,45.1,27.3,0.11
GLY,2024-01-09,33.8,28.4,33.8,23,0.12,10.885017,302.4083,79.923134,92.32448,100,,,40.4,19.4,0.06
OZS,2024-01-09,37.4,28.4,37.4,24.8,,11.090592,283.51672,86.17592,94.23158,100,,,43.8,25.4,0.09
EVU,2024-01-09,34,15,34,12.6,0.01,13.512196,338.2399,86.87765,92.55065,100,,,33.6,14.2,0.03
SUS,2024-01-09,41,31,38,27,0.39,10.688408,263.45825,81.55437,91.39041,100,,0,40.7,22,0.09
BBG,2024-01-09,37.4,28.4,37.4,24.8,,8.636043,277.07382,80.21852,93.13788,100,,,42.3,26.5,0.1
COU,2024-01-09,34,27,34,24,0.26,11.644281,294.9226,84.724075,95.36532,100,1.2,1,39.1,22.5,0.07
LBO,2024-01-09,37.4,28.4,35.6,24.8,,12.585366,269.57877,86.17592,92.52006,100,,,42.1,22.3,0.11
CGI,2024-01-09,46,35,44,28,0.34,14.511903,239.57314,72.43028,84.456856,96.26069,,,42.6,26.3,0.13
MKC,2024-01-09,34,22,32,17,0.22,10.9491005,309.02194,77.43654,85.51634,96.05751,,,39.6,22.2,0.03
MBY,2024-01-09,33.8,26.6,32,23,0.12,8.836237,308.5462,79.923134,91.451294,100,,,36.9,19.4,0.06
PCD,2024-01-09,46,33,41.7,28,0.2,12.926829,262.04474,77.274574,89.05975,98.83952,,,39.9,24,0.09
MCI,2024-01-09,32,18,32,15,0.22,13.034643,324.5908,84.32687,91.32615,100,4,3,38.1,19.5,0.04
MYJ,2024-01-09,32,26.6,32,23,0.11,11.651568,291.9687,86.068695,97.53428,100,,,37.3,19.4,0.06
JEF,2024-01-09,38,30,34,24,0.15,12.600156,292.1712,78.0738,86.881966,93.08276,,,40.7,22.4,0.07
IRK,2024-01-09,32,24,31,22,0.44,13.208439,329.25586,84.78886,92.21021,96.03984,,,34.1,17.5,0.06
TBN,2024-01-09,43.7,27.5,41,23.7,0.07,8.6146345,257.55377,80.07161,90.356186,94.27855,,,41.3,21.1,0.13
HFJ,2024-01-09,37.4,26.6,37.4,21.2,,14.529616,271.5266,79.77307,94.231995,100,,,43.6,23.9,0.09
AIZ,2024-01-09,,,,,0.14,8.213092,284.03864,,,,,,43.8,25.4,0.09
DMO,2024-01-09,34,27,34,22,0.16,12.339462,307.0878,79.923134,88.255455,100,,,38.3,21.2,0.05
SZL,2024-01-09,34,26,32,20.7,0.25,11.559582,312.63754,79.88992,86.870224,100,,,38.1,18.6,0.07
TKX,2024-01-09,46.4,37.4,46.4,28.4,,16.940767,240.24806,64.926704,91.90468,100,,,44.9,29.8,0.11
UNO,2024-01-09,40,29,32,22,0.07,10.862203,270.56174,74.76778,82.49784,88.6326,,,43.8,24.4,0.09
FAM,2024-01-09,43,29,39.2,25,0.61,10.225623,257.8458,79.10812,88.4961,100,,,42.4,22.7,0.09
MHL,2024-01-09,32,24.8,32,21.2,0.02,12.334495,306.83322,79.923134,95.16904,100,,,36.5,19.1,0.05
HAE,2024-01-09,33.8,30.2,32,26.6,0.35,8.543554,305.67548,80.21852,93.480064,100,,,34.4,18.2,0.07
H21,2024-01-09,,,,,,,,,,,,,43.8,25.4,0.09
STL,2024-01-09,44,34,39,27,0.41,13.816722,269.80905,70.19222,79.76267,89.012985,0.3,0,40.1,23.9,0.09
FWB,2024-01-09,37.4,28.4,37.4,24.8,0.01,11.634147,276.23395,80.07161,92.26773,100,,,44.4,22,0.08
VER,2024-01-09,94.5,20.5,35.2,25.7,0.11,8.675959,298.76425,87.31949,95.876945,100,,,37.7,20.2,0.08
K02,2024-01-09,,,,,,,,,,,,,39.9,24,0.09
RCM,2024-01-09,32,26.6,32,21.2,0.24,7.240418,290.82144,79.77307,92.65428,100,,,40.3,18.6,0.02
LRY,2024-01-09,33.8,24.8,32,21.2,,9.700349,323.4904,79.77307,91.10008,100,,,38.5,21,0.05
SIK,2024-01-09,46.4,35.6,46.4,30.2,0.66,13.84669,236.84084,74.98241,91.46446,100,,,43.8,28,0.13
SET,2024-01-09,40,33,38,27,0.43,11.5573845,275.50003,78.339096,88.26021,100,,0,39.4,22.1,0.08
STJ,2024-01-09,34,18,32,13,0.07,15.989162,329.09097,74.25711,85.46972,96.05751,,,36.9,17,0.03
EZZ,2024-01-09,32,19,30.6,15.6,0.06,12.097561,324.76947,86.35087,95.743195,100,,,34.5,15.3,0.05
JLN,2024-01-09,40,25,38,20,0.02,13.121541,283.7317,74.66679,83.85997,92.4858,,,44.2,24.9,0.07
SGF,2024-01-09,39,27,37,23,0.02,14.25121,270.90344,81.24543,90.14333,100,0.9,0,43.6,24.1,0.1
RAW,2024-01-09,33.8,26.6,33.8,23,0.06,8.818815,315.82785,79.923134,94.687996,100,,,42.2,22.1,0.06
FYG,2024-01-09,39.2,32,39.2,30.2,,9.61324,244.63525,86.49047,98.36087,100,,,39.4,19.9,0.08
LXT,2024-01-09,33,22,32,17,0.08,13.90362,315.81836,77.529175,87.48509,96.05751,,,38.7,22,0.03
POF,2024-01-09,44,35,42,25,0.18,11.122896,249.53331,63.980927,81.98675,96.22793,,,44.1,27.5,0.13
VIH,2024-01-09,38,27,36,24,0.17,13.382235,273.3658,84.724075,91.286476,100,,,40.4,22.4,0.09
JLN,2024-01-10,50,20,28,17,0,9.906329,202.17918,38.807877,64.190025,87.91889,,,44.2,24.9,0.06
LXT,2024-01-10,38,14,28,12,0,9.211148,210.41801,64.24136,77.5046,87.865425,,,38.6,21.9,0.04
RCM,2024-01-10,41,14,30.2,14,,6.491289,192.76201,56.21711,80.77734,100,,,40.2,18.5,0.02
STJ,2024-01-10,35,12,30,12,0,7.0387077,200.17522,72.10786,81.73849,91.605,,,36.9,17,0.02
LRY,2024-01-10,42.8,14,32,14,,4.4216027,223.70703,60.539837,82.55271,100,,,38.5,20.9,0.04
K02,2024-01-10,,,,,,,,,,,,,39.8,24,0.09
FYG,2024-01-10,44.6,28.4,32,26.6,,7.445993,189.13774,56.481037,78.251305,100,,,39.4,19.9,0.09
SET,2024-01-10,41,28,29,23,0,10.25392,225.67493,64.499306,75.15727,81.55437,0,,39.3,22,0.08
EZZ,2024-01-10,34.3,9.3,31,7.3,,8.583039,212.70627,73.82644,87.679756,97.44832,,,34.5,15.2,0.04
SIK,2024-01-10,44.6,33.8,33.8,28.4,0.02,7.707317,223.43198,61.031963,77.479225,93.02798,,,43.7,27.9,0.13
SGF,2024-01-10,51,19,28,17,0,10.427715,201.44414,37.387806,66.57403,91.79295,0,1,43.6,24,0.09
VER,2024-01-10,94.5,17,32,16,,6.9477353,197.45685,64.37064,80.48558,96.61073,,,37.6,20,0.08
POF,2024-01-10,44,29,32,23,0,8.342172,214.09897,59.833435,71.120056,78.59985,,,44.1,27.4,0.12
VIH,2024-01-10,45,24,29,21,0,10.775306,207.5239,50.770607,72.1542,88.334496,,,40.4,22.3,0.07
RAW,2024-01-10,44.6,19.4,30.2,19.4,,7.7247386,232.43631,56.21711,76.240326,100,,,42.1,22,0.07
MKC,2024-01-10,38,16,28,14,0,7.7338886,213.85202,61.502964,75.13315,87.81161,,,39.6,22.1,0.02
COU,2024-01-10,41,18,29,16,0,10.340817,212.13113,61.910385,76.69279,92.01039,0,2,39,22.4,0.07
OZS,2024-01-10,48.2,21.2,28.4,19.4,,8.537103,221.05782,39.655655,68.24628,100,,,43.7,25.3,0.07
GPH,2024-01-10,37.4,12.2,30.2,10.4,0.08,4.6689897,203.22351,64.69628,82.07182,92.97254,,,37.6,17.2,0.02
CDJ,2024-01-10,34,12,30,10,0,4.344881,190.89326,71.889984,82.85653,91.71853,,,36.2,18.3,0.04
EVU,2024-01-10,33.4,14,32,12,,8.278746,197.65579,70.212296,86.35243,98.39889,,,33.5,14,0.03
BBG,2024-01-10,51.8,24.8,26.6,21.2,,5.2954063,200.6081,31.872028,64.12762,100,,,42.3,26.4,0.1
GLY,2024-01-10,46.4,21.2,30.2,19.4,,8.790941,210.3448,52.44812,73.98435,92.68535,,,40.4,19.3,0.05
SUS,2024-01-10,43,28,29,24,0,9.298046,224.87222,52.91377,71.60186,88.334496,0,,40.6,21.9,0.08
LBO,2024-01-10,48.2,23,26.6,21.2,,9.498233,216.92284,36.778305,64.79149,92.68535,,,42,22.2,0.1
CGI,2024-01-10,42,33,33,27,0.0001,9.211148,225.88965,69.62508,74.335266,85.04402,,,42.5,26.2,0.12
MAW,2024-01-10,44.6,32,33.8,26.6,,10.130742,215.57663,61.031963,74.38311,86.59301,,,45,27.2,0.11
MBY,2024-01-10,35.6,19.4,28.4,14,0.02,8.5958185,223.44235,64.22933,77.93172,86.38679,,,36.9,19.2,0.07
PCD,2024-01-10,44.8,32,32.5,26,,10.61324,217.95181,51.865463,73.92157,83.939705,,,39.8,24,0.09
IRK,2024-01-10,30,18,25,16,0,8.515967,212.23128,81.00883,87.92406,95.856476,,,34.1,17.4,0.05
MCI,2024-01-10,35,9,27,9,0,9.906329,202.02766,72.10786,83.77616,95.68041,0,4,38.1,19.4,0.03
TBN,2024-01-10,51.3,21.6,27,18.7,,8.463414,190.27757,36.861576,62.824387,88.009,,,41.3,21.1,0.14
HAE,2024-01-10,35.6,24.8,30.2,19.4,,8.278746,221.35295,68.82976,81.1192,92.8597,,,34.3,18,0.08
TKX,2024-01-10,46.4,33.8,35.6,30.2,,10.20209,216.88954,56.74297,73.75768,100,,,44.8,29.7,0.13
MYJ,2024-01-10,37.4,19.4,30.2,17.6,,10.121951,219.05261,74.26174,84.75723,100,,,37.3,19.3,0.06
UNO,2024-01-10,47,24,27,20,0,8.255275,213.68057,38.475353,64.04728,84.52733,,,43.8,24.3,0.08
STL,2024-01-10,44,31,28,23,0,11.209793,222.31995,53.066162,64.883514,75.16613,0,0.0001,40,23.8,0.09
H21,2024-01-10,,,,,,,,,,,,,43.7,25.3,0.07
FAM,2024-01-10,44,28.4,30,24,0.05,9.155989,205.04922,48.704906,73.98486,86.17592,,,42.4,22.6,0.09
